id,name,set,body,blue1,tag_blue1,blue2,tag_blue2,yellow,orange1,tag_orange1,orange2,tag_orange2,red1,tag_red1,red2,tag_red2,red3,tag_red3,image
markan,Markan,Celestial Knights,only_armor,plus_1_die_[action],melee,,,plus_1_action,plus_1_die_[action],melee,plus_1_free_[action]_action,melee,plus_1_die_[action],melee,plus_1_free_[action]_action,combat,barbarian,,
mirak,Mirak,Celestial Knights,only_armor,lifesaver,,,,plus_1_action,plus_1_free_[action]_action,melee,escalation_[action],melee,plus_1_free_[action]_action,combat,close_quarter_master,,super_strength,,
sadir,Sadir,Celestial Knights,only_armor,roll_6_plus_1_damage_[action],ranged,,,plus_1_action,plus_1_free_[action]_action,ranged,slippery,,plus_1_free_[action]_action,combat,plus_1_max_range,,plus_1_roll_[action],ranged,
homare,Homare,Virtues of Bushido,katana,shove,,guards_push,,plus_1_action,plus_1_die_[action],combat,plus_1_free_[action]_action,combat,plus_1_die_[action],combat,plus_1_free_[action]_action,melee,plus_1_free_[action]_action,move,
isamu,Isamu,Virtues of Bushido,katana,damage_2_[action],melee,guards_[skill],damage_2_[action]:melee,plus_1_action,plus_1_die_[action],melee,plus_1_free_[action]_action,melee,plus_1_free_[action]_action,combat,roll_6_plus_1_damage_[action],melee,shove,,
jin,Jin,Virtues of Bushido,katana,plus_1_free_[action]_action,move,guards_evade,,plus_1_action,plus_1_free_[action]_action,melee,hit_run,,plus_1_free_[action]_action,combat,escalation_[action],melee,jump,,
makoto,Makoto,Virtues of Bushido,katana,hold_your_nose,,plus_1_free_[action]_action,guard_action,plus_1_action,plus_1_free_[action]_action,melee,is_that_all_youve_got,,plus_1_free_[action]_action,combat,jump,,lucky,,
rei,Rei,Virtues of Bushido,katana,plus_1_roll_[action],melee,guards_[skill],damage_2_[action]:melee,plus_1_action,plus_1_die_[action],melee,swordmaster,,plus_1_die_[action],melee,plus_1_free_[action]_action,melee,bloodlust_[action],melee,
tadashi,Tadashi,Virtues of Bushido,katana,marksman,,guards_[skill],damage_2_[action]:ranged,plus_1_action,plus_1_free_[action]_action,melee,plus_1_free_[action]_action,ranged,plus_1_free_[action]_action,combat,damage_2_[action],melee,damage_2_[action],ranged,
yoshitada,Yoshitada,Virtues of Bushido,katana,escalation_[action],melee,plus_1_free_[action]_action,guard_action,plus_1_action,plus_1_free_[action]_action,melee,roll_6_plus_1_die_[action],melee,plus_1_die_[action],combat,plus_1_free_[action]_action,combat,brother_in_arms_[game_effect],plus_1_free_[action]_action:combat,
cao_cao,Cao Cao,Warlords of the Middle Kingdom,dagger,zombie_link,,guards_evade,,plus_1_action,plus_1_free_[action]_action,melee,taunt,,plus_1_die_[action],combat,plus_1_free_[action]_action,melee,hit_run,,https://static.wikia.nocookie.net/zombicide/images/7/70/CaoCao_WMK.png
guan_yu,Guan Yu,Warlords of the Middle Kingdom,guisarme,plus_1_die_[action],melee,guards_[skill],damage_2_[action]:melee,plus_1_action,plus_1_free_[action]_action,melee,escalation_[action],melee,plus_1_free_[action]_action,combat,plus_1_roll_[action],melee,damage_2_[action],melee,
liu_bei,Liu Bei,Warlords of the Middle Kingdom,sword,brother_in_arms_[game_effect],plus_1_free_[action]_action:combat,plus_1_free_[action]_action,guard_action,plus_1_action,plus_1_free_[action]_action,melee,shove,,plus_1_free_[action]_action,combat,brother_in_arms_[game_effect],plus_1_roll_[action]:combat,roll_6_plus_1_damage_[action],combat,
sima_yi,Sima Yi,Warlords of the Middle Kingdom,jump,slippery,,guards_[skill],plus_1_max_range,plus_1_action,plus_1_die_[action],magic,plus_1_free_[action]_action,move,plus_1_free_[action]_action,combat,spellbook,,spellcaster,,
sun_jian,Sun Jian,Warlords of the Middle Kingdom,great_sword,bloodlust_[action],melee,plus_1_free_[action]_action,guard_action,plus_1_action,plus_1_die_[action],melee,hit_run,,plus_1_die_[action],melee,plus_1_free_[action]_action,melee,damage_2_[action],melee,
zhang_fei,Zhang Fei,Warlords of the Middle Kingdom,halberd,shove,,guards_push,,plus_1_action,plus_1_free_[action]_action,melee,damage_2_[action],melee,plus_1_free_[action]_action,melee,roll_6_plus_1_die_[action],melee,sprint,,
zhou_yu,Zhou Yu,Warlords of the Middle Kingdom,sword,freeze_[action],melee,guards_[skill],plus_1_zone_move,plus_1_action,plus_1_free_[action]_action,move,damage_2_[action],melee,plus_1_free_[action]_action,combat,plus_1_roll_[action],melee,hit_run,,
zhuge_liang,Zhuge Liang,Warlords of the Middle Kingdom,power_blast,spellbook,,guards_push,,plus_1_action,lucky,,spellcaster,,plus_1_free_[action]_action,enchantment,plus_1_free_[action]_action,magic,plus_1_free_[action]_action,melee,
akechi_mitsuhide,Akechi Mitsuhide,Warlords of the Rising Sun,war_bow,plus_1_die_[action],ranged,guards_[skill],plus_1_max_range,plus_1_action,plus_1_free_[action]_action,combat,damage_2_[action],ranged,plus_1_free_[action]_action,ranged,escalation_[action],ranged,point_blank,,
hattori_hanzo,Hattori Hanzo,Warlords of the Rising Sun,dagger,reaper_[action],melee,guards_[skill],damage_2_[action]:melee,plus_1_action,escalation_[action],melee,hit_run,,plus_1_free_[action]_action,combat,jump,,roll_6_plus_1_damage_[action],melee,
ishida_mitsunari,Ishida Mitsunari,Warlords of the Rising Sun,repulse,can_search_more_than_once,,guards_push,,plus_1_action,plus_1_free_[action]_action,magic,spellbook,,plus_1_free_[action]_action,melee,plus_1_free_[action]_action,move,freeze_[action],magic,
oda_nobunaga,Oda Nobunaga,Warlords of the Rising Sun,katana,born_leader,,plus_1_free_[action]_action,guard_action,plus_1_action,plus_1_die_[action],combat,brother_in_arms_[game_effect],plus_1_free_[action]_action:combat,plus_1_free_[action]_action,move,plus_1_roll_[action],melee,brother_in_arms_[game_effect],escalation_[action]:combat,
takeda_shingen,Takeda Shingen,Warlords of the Rising Sun,katana,plus_1_die_[action],combat,plus_1_free_[action]_action,guard_action,plus_1_action,plus_1_free_[action]_action,move,escalation_[action],combat,plus_1_free_[action]_action,combat,hit_run,,ironclad_[zombie],walker,
tokugawa_ieyasu,Tokugawa Ieyasu,Warlords of the Rising Sun,power_blast,lucky,,guards_push,,plus_1_action,bloodlust_[action],combat,slippery,,plus_1_free_[action]_action,combat,roll_6_plus_1_damage_[action],combat,slippery,,
toyotomi_hideyoshi,Toyotomi Hideyoshi,Warlords of the Rising Sun,great_sword,born_leader,,plus_1_free_[action]_action,guard_action,plus_1_action,plus_1_free_[action]_action,move,shove,,plus_1_free_[action]_action,combat,bloodlust_[action],melee,taunt,,
uesugi_kenshin,Uesugi Kenshin,Warlords of the Rising Sun,katana,once_per_turn_[skill],roll_1_equals_6,guards_[skill],roll_1_equals_6,plus_1_action,lucky,,roll_6_plus_1_die_[action],combat,plus_1_free_[action]_action,combat,roll_6_plus_1_damage_[action],combat,spellcaster,,
eileen,Eileen,B-Sieged Crossover Pack,longbow,plus_1_roll_[action],ranged,,,plus_1_action,plus_1_die_[action],ranged,marksman,,plus_1_damage_[action],ranged,plus_1_free_[action]_action,combat,plus_1_free_[action]_action,move,https://static.wikia.nocookie.net/zombicide/images/4/43/Eileen.png
kador,Kador,B-Sieged Crossover Pack,torch,spellbook,,,,plus_1_action,plus_1_free_[action]_action,enchantment,plus_1_free_[action]_action,magic,plus_1_free_[action]_action,combat,plus_1_roll_[action],magic,spellcaster,,https://static.wikia.nocookie.net/zombicide/images/4/48/Kador.png
lugh,Lugh,B-Sieged Crossover Pack,hammer,reaper_[action],melee,,,plus_1_action,plus_1_free_[action]_action,melee,iron_hide,,plus_1_die_[action],combat,plus_1_free_[action]_action,combat,super_strength,,https://static.wikia.nocookie.net/zombicide/images/7/74/Lugh.png
myrinia,Myrinia,B-Sieged Crossover Pack,dagger,plus_1_free_[action]_action,search,,,plus_1_action,plus_1_die_[action],combat,plus_1_free_[action]_action,melee,plus_1_free_[action]_action,combat,hit_run,,zombie_link,,https://static.wikia.nocookie.net/zombicide/images/b/b8/Myrinia.png
orobox,Orobox,B-Sieged Crossover Pack,axe,plus_1_damage_[action],melee,,,plus_1_action,frenzy_[action],combat,shove,,plus_1_free_[action]_action,combat,plus_1_roll_[action],combat,bloodlust_[action],melee,https://static.wikia.nocookie.net/zombicide/images/5/5a/Orobox.png
osvith,Osvith,B-Sieged Crossover Pack,shield,plus_1_die_[action],melee,,,plus_1_action,plus_1_roll_[action],melee,lifesaver,,plus_1_damage_[action],melee,plus_1_free_[action]_action,combat,bloodlust_[action],combat,https://static.wikia.nocookie.net/zombicide/images/8/8a/Osvith.png
bjorn_bs,Bjorn BS,B-Sieged Crossover Pack,shield,tough,,,,plus_1_action,plus_1_roll_[action],melee,reaper_[action],melee,plus_1_die_[action],melee,plus_1_free_[action]_action,combat,iron_hide,,https://static.wikia.nocookie.net/zombicide/images/1/1a/BjornBS.png
khaz_magichur,Khaz Magichur,B-Sieged Crossover Pack,crossbow,plus_1_max_range,,,,plus_1_action,plus_1_die_[action],ranged,plus_1_roll_[action],ranged,plus_1_damage_[action],ranged,plus_1_free_[action]_action,combat,iron_rain,,https://static.wikia.nocookie.net/zombicide/images/3/36/KhazMaghur.png
ajax,Ajax,Massive Darkness Crossover Pack,dragon_bile,plus_1_damage_[action],magic,,,plus_1_action,plus_1_die_[action],magic,slippery,,plus_1_free_[action]_action,combat,plus_1_roll_[action],magic,regeneration,,https://static.wikia.nocookie.net/zombicide/images/c/c0/Ajax.png
azrael,Azrael,Massive Darkness Crossover Pack,dagger,born_leader,,,,plus_1_action,plus_1_free_[action]_action,move,plus_1_roll_[action],melee,plus_1_damage_[action],melee,plus_1_free_[action]_action,combat,iron_hide,,https://static.wikia.nocookie.net/zombicide/images/f/fa/Azrael.png
bjorn_md,Bjorn MD,Massive Darkness Crossover Pack,short_bow,bloodlust_[action],melee,,,plus_1_action,plus_1_damage_[action],melee,plus_1_free_[action]_action,melee,plus_1_free_[action]_action,combat,plus_1_roll_[action],melee,shove,,https://static.wikia.nocookie.net/zombicide/images/2/28/BjornMassiveDarkness.png
elias,Elias,Massive Darkness Crossover Pack,torch,plus_1_free_[action]_action,magic,,,plus_1_action,plus_1_die_[action],magic,spellbook,,plus_1_die_[action],combat,plus_1_roll_[action],combat,spellcaster,,https://static.wikia.nocookie.net/zombicide/images/2/20/Elias.png
lilned,Lil'Ned,Massive Darkness Crossover Pack,hammer,reaper_[action],melee,,,plus_1_action,plus_1_damage_[action],melee,shove,,plus_1_free_[action]_action,melee,plus_1_roll_[action],melee,frenzy_[action],melee,https://static.wikia.nocookie.net/zombicide/images/0/08/LilNed.png
malleus,Malleus,Massive Darkness Crossover Pack,healing,bloodlust_[action],magic,,,plus_1_action,plus_1_die_[action],combat,spellbook,,plus_1_free_[action]_action,combat,lucky,,spellcaster,,https://static.wikia.nocookie.net/zombicide/images/9/95/Malleus.png
mila,Mila,Massive Darkness Crossover Pack,short_bow,shove,,,,plus_1_action,plus_1_roll_[action],melee,bloodlust_[action],melee,plus_1_damage_[action],melee,plus_1_free_[action]_action,combat,jump,,https://static.wikia.nocookie.net/zombicide/images/e/e8/Mila.png
moira,Moira,Massive Darkness Crossover Pack,torch,plus_1_roll_[action],magic,,,plus_1_action,plus_1_free_[action]_action,magic,hit_run,,plus_1_damage_[action],magic,roll_6_plus_1_die_[action],magic,zombie_link,,https://static.wikia.nocookie.net/zombicide/images/b/b5/Moira.png
myriam,Myriam,Massive Darkness Crossover Pack,speed,point_blank,,,,plus_1_action,hit_run,,spellcaster,,plus_1_free_[action]_action,combat,plus_1_max_range,,iron_hide,,https://static.wikia.nocookie.net/zombicide/images/d/d5/Myriam.png
ostara,Ostara,Massive Darkness Crossover Pack,shield,reaper_[action],melee,,,plus_1_action,bloodlust_[action],melee,iron_hide,,plus_1_free_[action]_action,combat,plus_1_roll_[action],melee,shove,,https://static.wikia.nocookie.net/zombicide/images/7/74/OstaraMassiveDarkness.png
owen,Owen,Massive Darkness Crossover Pack,shield,iron_hide,,,,plus_1_action,plus_1_free_[action]_action,melee,taunt,,plus_1_free_[action]_action,combat,regeneration,,zombie_link,,https://static.wikia.nocookie.net/zombicide/images/d/db/Owen.png
sarah,Sarah,Massive Darkness Crossover Pack,dagger,lifesaver,,,,plus_1_action,plus_1_free_[action]_action,melee,hit_run,,plus_1_free_[action]_action,combat,plus_1_roll_[action],melee,ironclad_[zombie],walker,https://static.wikia.nocookie.net/zombicide/images/f/fd/Sarah.png
sibyl,Sibyl,Massive Darkness Crossover Pack,dagger,plus_1_zone_move,,,,plus_1_action,plus_1_free_[action]_action,ranged,plus_1_roll_[action],ranged,plus_1_roll_[action],melee,plus_1_free_[action]_action,combat,hit_run,,https://static.wikia.nocookie.net/zombicide/images/e/ee/Sibyl.png
sicarius,Sicarius,Massive Darkness Crossover Pack,dagger,swordmaster,,,,plus_1_action,plus_1_free_[action]_action,move,plus_1_die_[action],melee,plus_1_free_[action]_action,combat,plus_1_roll_[action],melee,plus_1_die_[action],melee,https://static.wikia.nocookie.net/zombicide/images/f/f4/Sicarius.png
siegfried,Siegfried,Massive Darkness Crossover Pack,hammer,frenzy_[action],combat,,,plus_1_action,plus_1_die_[action],combat,bloodlust_[action],melee,plus_1_damage_[action],melee,plus_1_free_[action]_action,combat,taunt,,https://static.wikia.nocookie.net/zombicide/images/e/e8/Siegfried.png
silence,Silence,Massive Darkness Crossover Pack,dagger,plus_1_free_[action]_action,move,,,plus_1_action,plus_1_free_[action]_action,melee,lucky,,plus_1_roll_[action],melee,bloodlust_[action],melee,slippery,,https://static.wikia.nocookie.net/zombicide/images/7/76/Silence.png
sylvan,Sylvan,Massive Darkness Crossover Pack,longbow,plus_1_damage_[action],ranged,,,plus_1_action,plus_1_free_[action]_action,ranged,ambidextrous,,plus_1_die_[action],combat,plus_1_free_[action]_action,combat,hit_run,,https://static.wikia.nocookie.net/zombicide/images/d/d1/Sylvan.png
valerie,Valerie,Massive Darkness Crossover Pack,dagger,tough,,,,plus_1_action,bloodlust_[action],melee,reaper_[action],combat,plus_1_damage_[action],combat,plus_1_free_[action]_action,combat,plus_1_roll_[action],combat,https://static.wikia.nocookie.net/zombicide/images/3/3f/Valerie.png
victoria,Victoria,Massive Darkness Crossover Pack,healing,plus_1_roll_[action],melee,,,plus_1_action,plus_1_roll_[action],magic,iron_hide,,plus_1_damage_[action],combat,plus_1_free_[action]_action,combat,bloodlust_[action],melee,https://static.wikia.nocookie.net/zombicide/images/1/1f/Victoria.png
whisper,Whisper,Massive Darkness Crossover Pack,crossbow,plus_1_damage_[action],melee,,,plus_1_action,plus_1_free_[action]_action,melee,hit_run,,plus_1_free_[action]_action,combat,plus_1_free_[action]_action,move,reaper_[action],combat,https://static.wikia.nocookie.net/zombicide/images/4/44/Whisper.png
zoe,Zoe,Massive Darkness Crossover Pack,hammer,taunt,,,,plus_1_action,plus_1_free_[action]_action,melee,frenzy_[action],combat,plus_1_free_[action]_action,combat,barbarian,,iron_hide,,https://static.wikia.nocookie.net/zombicide/images/4/4a/Zoe.png
berko,Berko,Massive Darkness 2 Crossover Pack,any_melee_weapon,sprint,,,,plus_1_action,plus_1_damage_[action],melee,jump,,plus_1_free_[action]_action,combat,two_zones_move,,shove,,https://static.wikia.nocookie.net/zombicide/images/9/95/Berko.png
cassiel,Cassiel,Massive Darkness 2 Crossover Pack,any_shield,sprint,,,,plus_1_action,plus_1_die_[action],combat,charge,,plus_1_free_[action]_action,combat,shove,,super_strength,,https://static.wikia.nocookie.net/zombicide/images/4/4d/Cassiel.png
daisy,Daisy,Massive Darkness 2 Crossover Pack,any_equipment,break_in,,,,plus_1_action,plus_1_die_[action],melee,matching_set,,plus_1_free_[action]_action,melee,regeneration,,super_strength,,https://static.wikia.nocookie.net/zombicide/images/c/c1/Daisy.png
dylan,Dylan,Massive Darkness 2 Crossover Pack,any_dagger,,,,,,,,,,,,,,,,https://static.wikia.nocookie.net/zombicide/images/7/72/Dylan.png
ego,Ego,Massive Darkness 2 Crossover Pack,any_combat_spell,spellbook,,,,plus_1_action,plus_1_die_[action],magic,spellcaster,,plus_1_damage_[action],magic,plus_1_free_[action]_action,magic,two_zones_move,,https://static.wikia.nocookie.net/zombicide/images/c/c7/Ego.png
father_corvus,Father Corvus,Massive Darkness 2 Crossover Pack,any_dagger,plus_1_die_[action],melee,,,plus_1_action,collector_[zombie],walker,roll_6_plus_1_die_[action],combat,plus_1_free_[action]_action,combat,brother_in_arms_[game_effect],plus_1_die_[action]:combat,shove,,https://static.wikia.nocookie.net/zombicide/images/f/ff/FatherCorvus.png
feydra,Feydra,Massive Darkness 2 Crossover Pack,any_dagger,low_profile,,,,plus_1_action,hit_run,,roll_6_plus_1_die_[action],melee,plus_1_free_[action]_action,move,shove,,slippery,,https://static.wikia.nocookie.net/zombicide/images/0/05/Feydra.png
gera,Gera,Massive Darkness 2 Crossover Pack,any_axe,tough,,,,plus_1_action,plus_1_die_[action],combat,iron_hide,,plus_1_damage_[action],melee,plus_1_free_[action]_action,combat,shove,,https://static.wikia.nocookie.net/zombicide/images/6/68/Gera.png
gheta,Gheta,Massive Darkness 2 Crossover Pack,any_axe,frenzy_[action],melee,,,plus_1_action,bloodlust_[action],melee,is_that_all_youve_got,,plus_1_free_[action]_action,melee,charge,,reaper_[action],combat,https://static.wikia.nocookie.net/zombicide/images/8/81/Gheta.png
harin,Harin,Massive Darkness 2 Crossover Pack,any_sword,plus_1_die_[action],melee,,,plus_1_action,plus_1_zone_move,,plus_1_free_[action]_action,melee,plus_1_damage_[action],melee,plus_1_free_[action]_action,combat,ironclad_[zombie],brute,https://static.wikia.nocookie.net/zombicide/images/7/7d/Harin.png
harriet,Harriet,Massive Darkness 2 Crossover Pack,any_combat_spell,spellcaster,,,,plus_1_action,rotten,,zombie_link,,plus_1_free_[action]_action,magic,plus_1_free_[action]_action,melee,ironclad_[zombie],runner,https://static.wikia.nocookie.net/zombicide/images/a/a7/Harriet.png
irk,Irk,Massive Darkness 2 Crossover Pack,healing,lifesaver,,,,plus_1_action,mana_rain,,spellcaster,,plus_1_damage_[action],magic,plus_1_free_[action]_action,magic,plus_1_free_[action]_action,melee,https://static.wikia.nocookie.net/zombicide/images/6/6b/Irk.png
ivan,Ivan,Massive Darkness 2 Crossover Pack,any_axe,frenzy_[action],combat,,,plus_1_action,plus_1_die_[action],combat,bloodlust_[action],melee,plus_1_damage_[action],melee,plus_1_free_[action]_action,combat,shove,,https://static.wikia.nocookie.net/zombicide/images/a/a5/Ivan.png
jebediah,Jebediah,Massive Darkness 2 Crossover Pack,any_equipment,sprint,,,,plus_1_action,plus_1_die_[action],melee,free_reload,,plus_1_free_[action]_action,melee,plus_1_free_[action]_action,move,ironclad_[zombie],walker,https://static.wikia.nocookie.net/zombicide/images/f/f1/Jebediah.png
kaylee,Kaylee,Massive Darkness 2 Crossover Pack,any_equipment,ambidextrous,,,,plus_1_action,charge,,trick_shot,,plus_1_free_[action]_action,combat,shove,,slippery,,https://static.wikia.nocookie.net/zombicide/images/c/cc/Kaylee.png
lyn,Lyn,Massive Darkness 2 Crossover Pack,any_crossbow,plus_1_die_[action],ranged,,,plus_1_action,battle_rage,,slippery,,plus_1_free_[action]_action,combat,ironclad_[zombie],walker,super_strength,,https://static.wikia.nocookie.net/zombicide/images/4/45/Lyn.png
mathrin,Mathrin,Massive Darkness 2 Crossover Pack,any_combat_spell,roll_6_plus_1_die_[action],magic,,,plus_1_action,reaper_[action],magic,spellcaster,,plus_1_damage_[action],magic,plus_1_free_[action]_action,magic,ironclad_[zombie],abomination,https://static.wikia.nocookie.net/zombicide/images/b/b8/Mathrin.png
mist,Mist,Massive Darkness 2 Crossover Pack,any_dagger,break_in,,,,plus_1_action,plus_1_zone_move,,slippery,,plus_1_damage_[action],melee,plus_1_free_[action]_action,melee,reaper_[action],melee,https://static.wikia.nocookie.net/zombicide/images/a/ab/Mist.png
mortemyr,Mortemyr,Massive Darkness 2 Crossover Pack,any_combat_spell,zombie_link,,,,plus_1_action,rotten,,spellcaster,,plus_1_free_[action]_action,magic,ironclad_[zombie],abomination,super_strength,,https://static.wikia.nocookie.net/zombicide/images/1/15/Mortemyr.png
nahias,Nahias,Massive Darkness 2 Crossover Pack,any_crossbow,marksman,,,,plus_1_action,plus_1_die_[action],ranged,plus_1_free_[action]_action,ranged,plus_1_damage_[action],ranged,plus_1_free_[action]_action,combat,slippery,,https://static.wikia.nocookie.net/zombicide/images/d/db/Nahias.png
riya,Riya,Massive Darkness 2 Crossover Pack,any_sword,marksman,,,,plus_1_action,charge,,slippery,,plus_1_damage_[action],melee,plus_1_free_[action]_action,combat,plus_1_free_[action]_action,ranged,https://static.wikia.nocookie.net/zombicide/images/7/75/Riya.png
ryff,Ryff,Massive Darkness 2 Crossover Pack,any_shield,born_leader,,,,plus_1_action,destiny,,lucky,,plus_1_free_[action]_action,magic,brother_in_arms_[game_effect],plus_1_die_[action]:combat,search_plus_1_card,,https://static.wikia.nocookie.net/zombicide/images/a/a0/Ryff.png
sir_ronen,Sir Ronen,Massive Darkness 2 Crossover Pack,any_sword,taunt,,,,plus_1_action,plus_1_free_[action]_action,melee,ironclad_[zombie],walker,plus_1_damage_[action],melee,plus_1_free_[action]_action,melee,regeneration,,https://static.wikia.nocookie.net/zombicide/images/a/ad/SirRonen.png
thalia_md2,Thalia MD2,Massive Darkness 2 Crossover Pack,healing,born_leader,,,,plus_1_action,slippery,,spellcaster,,plus_1_free_[action]_action,combat,brother_in_arms_[game_effect],plus_1_die_[action]:combat,hit_run,,https://static.wikia.nocookie.net/zombicide/images/a/ab/ThaliaMD.png
valdis,Valdis,Massive Darkness 2 Crossover Pack,any_combat_spell,plus_1_die_[action],magic,,,plus_1_action,hit_run,,spellcaster,,plus_1_damage_[action],magic,plus_1_free_[action]_action,magic,ironclad_[zombie],runner,https://static.wikia.nocookie.net/zombicide/images/8/89/Valdis.png
victor,Victor,Massive Darkness 2 Crossover Pack,any_shield,taunt,,,,plus_1_action,plus_1_die_[action],melee,tough,,plus_1_free_[action]_action,melee,regeneration,,super_strength,,https://static.wikia.nocookie.net/zombicide/images/5/59/VictorMD.png
ygraine_md2,Ygraine MD2,Massive Darkness 2 Crossover Pack,any_combat_spell,rotten,,,,plus_1_action,spellcaster,,zombie_link,,plus_1_free_[action]_action,magic,ironclad_[zombie],walker_runner,super_strength,,https://static.wikia.nocookie.net/zombicide/images/7/75/YgraineMD.png
zuri,Zuri,Massive Darkness 2 Crossover Pack,healing,plus_1_free_[action]_action,magic,,,plus_1_action,plus_1_die_[action],magic,shove,,plus_1_damage_[action],magic,plus_1_free_[action]_action,combat,plus_1_free_[action]_action,magic,https://static.wikia.nocookie.net/zombicide/images/f/fe/Zuri.png
